admin2,indicator,choice,value,context,phase
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,2
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,2
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,2
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,2
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,2
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,5
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,5
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,5
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,5
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,5
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,5
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_2_mois,0.004668795636184079,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,2
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,2
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,2
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,2
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,2
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,2
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,5
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,5
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,5
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,5
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,5
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,5
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,1_an_plus,0.192343536610017,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,2
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,2
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,2
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,2
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,2
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,2
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,5
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,5
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,5
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,5
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,5
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,5
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,3_5_mois,0.040616714768006976,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,2
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,2
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,2
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,2
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,2
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,2
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,5
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,5
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,5
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,5
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,5
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,5
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,6_1_an,0.7553677595315158,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,2
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,2
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,2
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,2
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,2
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,2
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,5
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,5
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,5
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,5
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,5
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,5
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oubritenga,pop_disp_3m,moins_1_ans,0.007003193454276119,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,5
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_2_mois,0.020136207639498624,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,5
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,1_an_plus,0.379530270088592,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,5
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,3_5_mois,0.08765898551174481,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,5
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,6_1_an,0.4992503983338322,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,5
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
oudalan,pop_disp_3m,moins_1_ans,0.013424138426332416,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,1
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,1_an_plus,0.5342928303362346,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,1
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,1
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,1
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,1
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,1
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,1
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,3_5_mois,0.05101620741911208,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,1
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,1
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,1
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,1
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,1
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,1
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
sanmatenga,pop_disp_3m,6_1_an,0.41469096224465324,bfa_2020,5
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,1
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,1
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,1
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,1
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,1
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,1
seno,pop_disp_3m,1_2_mois,0.005492879065335941,bfa_2020,5
