admin2,indicator,choice,value,context,phase
soum,time_going_water_source,entre_16_30mn,0.28170541071436916,bfa_2020,NA
soum,time_going_water_source,entre_31_45mn,0.1401868173311618,bfa_2020,NA
soum,time_going_water_source,entre_5_15mn,0.35648409589468694,bfa_2020,NA
soum,time_going_water_source,moins_5mn,0.10867256801527149,bfa_2020,NA
soum,time_going_water_source,plus_46mn,0.07516607667232304,bfa_2020,NA
sourou,time_going_water_source,eau_concession,0.1179622351991837,bfa_2020,NA
sourou,time_going_water_source,entre_16_30mn,0.12660088397660574,bfa_2020,NA
sourou,time_going_water_source,entre_31_45mn,0.0350571435614639,bfa_2020,NA
sourou,time_going_water_source,entre_5_15mn,0.3450196151630959,bfa_2020,NA
sourou,time_going_water_source,moins_5mn,0.3326784264125294,bfa_2020,NA
sourou,time_going_water_source,nsp,0.005976887272443715,bfa_2020,NA
sourou,time_going_water_source,plus_46mn,0.03670480841467757,bfa_2020,NA
tapoa,time_going_water_source,eau_concession,0.01464072986628864,bfa_2020,NA
tapoa,time_going_water_source,entre_16_30mn,0.2888501274129652,bfa_2020,NA
tapoa,time_going_water_source,entre_31_45mn,0.11413830099590064,bfa_2020,NA
tapoa,time_going_water_source,entre_5_15mn,0.345180035612965,bfa_2020,NA
tapoa,time_going_water_source,moins_5mn,0.18360641502365785,bfa_2020,NA
tapoa,time_going_water_source,nsp,0.001627030357512727,bfa_2020,NA
tapoa,time_going_water_source,plus_46mn,0.05195736073071002,bfa_2020,NA
tuy,time_going_water_source,eau_concession,0.003118930965728643,bfa_2020,NA
tuy,time_going_water_source,entre_16_30mn,0.6198715232203096,bfa_2020,NA
tuy,time_going_water_source,entre_5_15mn,0.12778927855539401,bfa_2020,NA
tuy,time_going_water_source,moins_5mn,0.248180623603325,bfa_2020,NA
tuy,time_going_water_source,plus_46mn,0.001039643655242881,bfa_2020,NA
yagha,time_going_water_source,eau_concession,0.04128383994817361,bfa_2020,NA
yagha,time_going_water_source,entre_16_30mn,0.2048786308608318,bfa_2020,NA
yagha,time_going_water_source,entre_31_45mn,0.035381183360669984,bfa_2020,NA
yagha,time_going_water_source,entre_5_15mn,0.45568288184754585,bfa_2020,NA
yagha,time_going_water_source,moins_5mn,0.12764572699163576,bfa_2020,NA
yagha,time_going_water_source,nsp,0.017287245899953695,bfa_2020,NA
yagha,time_going_water_source,plus_46mn,0.1178404910911893,bfa_2020,NA
yatenga,time_going_water_source,eau_concession,0.08704029909519381,bfa_2020,NA
yatenga,time_going_water_source,entre_16_30mn,0.20373155699856393,bfa_2020,NA
yatenga,time_going_water_source,entre_31_45mn,0.04553778375153939,bfa_2020,NA
yatenga,time_going_water_source,entre_5_15mn,0.4068094672182666,bfa_2020,NA
yatenga,time_going_water_source,moins_5mn,0.2353173282045067,bfa_2020,NA
yatenga,time_going_water_source,nsp,0.005587692027943708,bfa_2020,NA
yatenga,time_going_water_source,plus_46mn,0.015975872703985854,bfa_2020,NA
ziro,time_going_water_source,entre_16_30mn,0.1592991231960904,bfa_2020,NA
ziro,time_going_water_source,entre_31_45mn,0.06553507194890255,bfa_2020,NA
ziro,time_going_water_source,entre_5_15mn,0.20158638715476696,bfa_2020,NA
ziro,time_going_water_source,moins_5mn,0.24693682555672175,bfa_2020,NA
ziro,time_going_water_source,plus_46mn,0.3266425921435184,bfa_2020,NA
zondoma,time_going_water_source,eau_concession,0.05025177020921065,bfa_2020,NA
zondoma,time_going_water_source,entre_16_30mn,0.18978617475891862,bfa_2020,NA
zondoma,time_going_water_source,entre_31_45mn,0.0361738364747342,bfa_2020,NA
zondoma,time_going_water_source,entre_5_15mn,0.298230587998075,bfa_2020,NA
zondoma,time_going_water_source,moins_5mn,0.4144740648458124,bfa_2020,NA
zondoma,time_going_water_source,plus_46mn,0.011083565713249203,bfa_2020,NA
zoundweogo,time_going_water_source,eau_concession,0.0383845764713975,bfa_2020,NA
zoundweogo,time_going_water_source,entre_16_30mn,0.0667573688843239,bfa_2020,NA
zoundweogo,time_going_water_source,entre_31_45mn,0.031070108603257103,bfa_2020,NA
zoundweogo,time_going_water_source,entre_5_15mn,0.5156891718996299,bfa_2020,NA
zoundweogo,time_going_water_source,moins_5mn,0.3480987741413916,bfa_2020,NA
bale,distance_to_water_source,eau_concession,0.11933161850058639,bfa_2020,NA
bale,distance_to_water_source,entre_16_30mn,0.2979366140800755,bfa_2020,NA
bale,distance_to_water_source,entre_31_45mn,0.08985141772075105,bfa_2020,NA
bale,distance_to_water_source,entre_5_15mn,0.21916100183253226,bfa_2020,NA
bale,distance_to_water_source,plus_46mn,0.27371934786605473,bfa_2020,NA
bam,distance_to_water_source,eau_concession,0.059776786171073355,bfa_2020,NA
bam,distance_to_water_source,entre_16_30mn,0.17186041750059688,bfa_2020,NA
bam,distance_to_water_source,entre_31_45mn,0.15594419516245112,bfa_2020,NA
bam,distance_to_water_source,entre_5_15mn,0.011083827335202084,bfa_2020,NA
bam,distance_to_water_source,plus_46mn,0.6013347738306766,bfa_2020,NA
banwa,distance_to_water_source,eau_concession,0.3007113759139035,bfa_2020,NA
banwa,distance_to_water_source,entre_16_30mn,0.25474598693406747,bfa_2020,NA
banwa,distance_to_water_source,entre_31_45mn,0.1544645630064723,bfa_2020,NA
banwa,distance_to_water_source,entre_5_15mn,0.17821150612259848,bfa_2020,NA
banwa,distance_to_water_source,moins_5mn,0.006778468354075298,bfa_2020,NA
banwa,distance_to_water_source,plus_46mn,0.10508809966888286,bfa_2020,NA
bazega,distance_to_water_source,eau_concession,0.039332566591288344,bfa_2020,NA
bazega,distance_to_water_source,entre_16_30mn,0.30434751629526535,bfa_2020,NA
bazega,distance_to_water_source,entre_31_45mn,0.14285003460387566,bfa_2020,NA
bazega,distance_to_water_source,entre_5_15mn,0.11446652605536792,bfa_2020,NA
bazega,distance_to_water_source,plus_46mn,0.39900335645420276,bfa_2020,NA
bougouriba,distance_to_water_source,entre_16_30mn,0.22252808541627495,bfa_2020,NA
bougouriba,distance_to_water_source,entre_31_45mn,0.05586141874960829,bfa_2020,NA
bougouriba,distance_to_water_source,entre_5_15mn,0.16758425624882486,bfa_2020,NA
bougouriba,distance_to_water_source,plus_46mn,0.554026239585292,bfa_2020,NA
boulgou,distance_to_water_source,eau_concession,0.10002076529262054,bfa_2020,NA
boulgou,distance_to_water_source,entre_16_30mn,0.36764776102687685,bfa_2020,NA
boulgou,distance_to_water_source,entre_31_45mn,0.09642813786404499,bfa_2020,NA
boulgou,distance_to_water_source,entre_5_15mn,0.04729438990797655,bfa_2020,NA
boulgou,distance_to_water_source,plus_46mn,0.388608945908481,bfa_2020,NA
boulkiemde,distance_to_water_source,eau_concession,0.31803817488572905,bfa_2020,NA
boulkiemde,distance_to_water_source,entre_16_30mn,0.1882482546473769,bfa_2020,NA
boulkiemde,distance_to_water_source,entre_31_45mn,0.0583976990761458,bfa_2020,NA
boulkiemde,distance_to_water_source,entre_5_15mn,0.14494632896811144,bfa_2020,NA
boulkiemde,distance_to_water_source,plus_46mn,0.29036954242263685,bfa_2020,NA
comoe,distance_to_water_source,eau_concession,0.13915264546130124,bfa_2020,NA
comoe,distance_to_water_source,entre_16_30mn,0.26510712463716346,bfa_2020,NA
comoe,distance_to_water_source,entre_31_45mn,0.10328408381715005,bfa_2020,NA
comoe,distance_to_water_source,entre_5_15mn,0.2612919846822836,bfa_2020,NA
comoe,distance_to_water_source,plus_46mn,0.23116416140210166,bfa_2020,NA
ganzourgou,distance_to_water_source,eau_concession,0.056657772362181724,bfa_2020,NA
ganzourgou,distance_to_water_source,entre_16_30mn,0.35388387302369156,bfa_2020,NA
ganzourgou,distance_to_water_source,entre_31_45mn,0.2588695373210801,bfa_2020,NA
ganzourgou,distance_to_water_source,entre_5_15mn,0.052340865614110735,bfa_2020,NA
ganzourgou,distance_to_water_source,plus_46mn,0.2782479516789359,bfa_2020,NA
gnagna,distance_to_water_source,eau_concession,0.04203616797881051,bfa_2020,NA
gnagna,distance_to_water_source,entre_16_30mn,0.22798212263746204,bfa_2020,NA
gnagna,distance_to_water_source,entre_31_45mn,0.2258673873163749,bfa_2020,NA
gnagna,distance_to_water_source,entre_5_15mn,0.030471266376733423,bfa_2020,NA
gnagna,distance_to_water_source,plus_46mn,0.4736430556906192,bfa_2020,NA
gourma,distance_to_water_source,eau_concession,0.030731005559830153,bfa_2020,NA
gourma,distance_to_water_source,entre_16_30mn,0.26356443719249656,bfa_2020,NA
gourma,distance_to_water_source,entre_31_45mn,0.20835678500505933,bfa_2020,NA
gourma,distance_to_water_source,entre_5_15mn,0.020626721770561785,bfa_2020,NA
gourma,distance_to_water_source,plus_46mn,0.47672105047205215,bfa_2020,NA
houet,distance_to_water_source,eau_concession,0.3320172152094352,bfa_2020,NA
houet,distance_to_water_source,entre_16_30mn,0.15310041807498778,bfa_2020,NA
houet,distance_to_water_source,entre_31_45mn,0.09168372779943249,bfa_2020,NA
houet,distance_to_water_source,entre_5_15mn,0.17008948139804833,bfa_2020,NA
houet,distance_to_water_source,plus_46mn,0.2531091575180961,bfa_2020,NA
ioba,distance_to_water_source,entre_16_30mn,0.25185204711063824,bfa_2020,NA
ioba,distance_to_water_source,entre_31_45mn,0.26835304717921327,bfa_2020,NA
ioba,distance_to_water_source,entre_5_15mn,0.2870974956659673,bfa_2020,NA
ioba,distance_to_water_source,plus_46mn,0.19269741004418128,bfa_2020,NA
kadiogo,distance_to_water_source,eau_concession,0.5126298512603615,bfa_2020,NA
kadiogo,distance_to_water_source,entre_16_30mn,0.17931898718233497,bfa_2020,NA
kadiogo,distance_to_water_source,entre_31_45mn,0.13968330153699388,bfa_2020,NA
kadiogo,distance_to_water_source,entre_5_15mn,0.022424641457092793,bfa_2020,NA
kadiogo,distance_to_water_source,plus_46mn,0.145943218563217,bfa_2020,NA
kenedougou,distance_to_water_source,eau_concession,0.38832752645480706,bfa_2020,NA
kenedougou,distance_to_water_source,entre_16_30mn,0.27682675868585344,bfa_2020,NA
kenedougou,distance_to_water_source,entre_31_45mn,0.08049592777447051,bfa_2020,NA
kenedougou,distance_to_water_source,entre_5_15mn,0.2220068645309143,bfa_2020,NA
kenedougou,distance_to_water_source,plus_46mn,0.03234292255395473,bfa_2020,NA
komonjdjari,distance_to_water_source,eau_concession,0.0412795063770115,bfa_2020,NA
komonjdjari,distance_to_water_source,entre_16_30mn,0.16373462600960043,bfa_2020,NA
komonjdjari,distance_to_water_source,entre_31_45mn,0.22472545154177795,bfa_2020,NA
komonjdjari,distance_to_water_source,entre_5_15mn,0.0412795063770115,bfa_2020,NA
komonjdjari,distance_to_water_source,plus_46mn,0.5289809096945985,bfa_2020,NA
kompienga,distance_to_water_source,eau_concession,0.06729617687597426,bfa_2020,NA
kompienga,distance_to_water_source,entre_16_30mn,0.26641972465284763,bfa_2020,NA
kompienga,distance_to_water_source,entre_31_45mn,0.2274749036677518,bfa_2020,NA
kompienga,distance_to_water_source,entre_5_15mn,0.03773688886008211,bfa_2020,NA
kompienga,distance_to_water_source,plus_46mn,0.4010723059433442,bfa_2020,NA
kossi,distance_to_water_source,eau_concession,0.19394019216474442,bfa_2020,NA
kossi,distance_to_water_source,entre_16_30mn,0.2996913858479913,bfa_2020,NA
kossi,distance_to_water_source,entre_31_45mn,0.2534183254622033,bfa_2020,NA
kossi,distance_to_water_source,entre_5_15mn,0.14107172230395373,bfa_2020,NA
kossi,distance_to_water_source,plus_46mn,0.11187837422110727,bfa_2020,NA
koulpelogo,distance_to_water_source,entre_16_30mn,0.6344989369248192,bfa_2020,NA
koulpelogo,distance_to_water_source,entre_31_45mn,0.2547849942598385,bfa_2020,NA
koulpelogo,distance_to_water_source,entre_5_15mn,0.09929546788021086,bfa_2020,NA
koulpelogo,distance_to_water_source,plus_46mn,0.011420600935131506,bfa_2020,NA
kouritenga,distance_to_water_source,eau_concession,0.04864017765332807,bfa_2020,NA
kouritenga,distance_to_water_source,entre_16_30mn,0.36486331450953663,bfa_2020,NA
kouritenga,distance_to_water_source,entre_31_45mn,0.2096572941195129,bfa_2020,NA
kouritenga,distance_to_water_source,entre_5_15mn,0.053723817729324407,bfa_2020,NA
kouritenga,distance_to_water_source,plus_46mn,0.323115395988298,bfa_2020,NA
kourweogo,distance_to_water_source,entre_16_30mn,0.20447935764229364,bfa_2020,NA
kourweogo,distance_to_water_source,entre_31_45mn,0.32946868876651786,bfa_2020,NA
kourweogo,distance_to_water_source,plus_46mn,0.4660519535911885,bfa_2020,NA
leraba,distance_to_water_source,eau_concession,0.125,bfa_2020,NA
leraba,distance_to_water_source,entre_16_30mn,0.5,bfa_2020,NA
leraba,distance_to_water_source,entre_31_45mn,0.125,bfa_2020,NA
leraba,distance_to_water_source,entre_5_15mn,0.125,bfa_2020,NA
leraba,distance_to_water_source,plus_46mn,0.125,bfa_2020,NA
loroum,distance_to_water_source,eau_concession,0.10818744795294513,bfa_2020,NA
loroum,distance_to_water_source,entre_16_30mn,0.10886510694922778,bfa_2020,NA
loroum,distance_to_water_source,entre_31_45mn,0.28223464772434464,bfa_2020,NA
loroum,distance_to_water_source,entre_5_15mn,0.015171268799640083,bfa_2020,NA
loroum,distance_to_water_source,plus_46mn,0.4855415285738425,bfa_2020,NA
mouhoun,distance_to_water_source,eau_concession,0.1522065886562545,bfa_2020,NA
mouhoun,distance_to_water_source,entre_16_30mn,0.27164268472076264,bfa_2020,NA
mouhoun,distance_to_water_source,entre_31_45mn,0.17594948208057706,bfa_2020,NA
mouhoun,distance_to_water_source,entre_5_15mn,0.13942368109928735,bfa_2020,NA
mouhoun,distance_to_water_source,plus_46mn,0.2607775634431184,bfa_2020,NA
nahouri,distance_to_water_source,eau_concession,0.18966980461191463,bfa_2020,NA
nahouri,distance_to_water_source,entre_16_30mn,0.22629127442351066,bfa_2020,NA
nahouri,distance_to_water_source,entre_31_45mn,0.09984473801556756,bfa_2020,NA
nahouri,distance_to_water_source,entre_5_15mn,0.09984473801556756,bfa_2020,NA
nahouri,distance_to_water_source,plus_46mn,0.38434944493343953,bfa_2020,NA
namentenga,distance_to_water_source,eau_concession,0.002656384058249609,bfa_2020,NA
namentenga,distance_to_water_source,entre_16_30mn,0.28319504525369105,bfa_2020,NA
namentenga,distance_to_water_source,entre_31_45mn,0.24979808375745613,bfa_2020,NA
namentenga,distance_to_water_source,entre_5_15mn,0.040833306899759426,bfa_2020,NA
namentenga,distance_to_water_source,plus_46mn,0.4235171800308437,bfa_2020,NA
nayala,distance_to_water_source,eau_concession,0.14579909910426173,bfa_2020,NA
nayala,distance_to_water_source,entre_16_30mn,0.3410567850437993,bfa_2020,NA
nayala,distance_to_water_source,entre_31_45mn,0.12199341450444902,bfa_2020,NA
nayala,distance_to_water_source,entre_5_15mn,0.24289912996219407,bfa_2020,NA
nayala,distance_to_water_source,moins_5mn,0.00817270480851379,bfa_2020,NA
nayala,distance_to_water_source,plus_46mn,0.14007886657678215,bfa_2020,NA
oubritenga,distance_to_water_source,eau_concession,0.0777298800622991,bfa_2020,NA
oubritenga,distance_to_water_source,entre_16_30mn,0.5010267019846214,bfa_2020,NA
oubritenga,distance_to_water_source,entre_31_45mn,0.24110557358798843,bfa_2020,NA
oubritenga,distance_to_water_source,entre_5_15mn,0.07205025530422869,bfa_2020,NA
oubritenga,distance_to_water_source,plus_46mn,0.10808758906086247,bfa_2020,NA
oudalan,distance_to_water_source,eau_concession,0.024878924362313933,bfa_2020,NA
oudalan,distance_to_water_source,entre_16_30mn,0.12803761158375054,bfa_2020,NA
oudalan,distance_to_water_source,entre_31_45mn,0.06796742848632138,bfa_2020,NA
oudalan,distance_to_water_source,entre_5_15mn,0.016171617035922712,bfa_2020,NA
oudalan,distance_to_water_source,plus_46mn,0.7629444185316914,bfa_2020,NA
passore,distance_to_water_source,eau_concession,0.009448030519193667,bfa_2020,NA
passore,distance_to_water_source,entre_16_30mn,0.13053750430277317,bfa_2020,NA
passore,distance_to_water_source,entre_31_45mn,0.3209007011948966,bfa_2020,NA
passore,distance_to_water_source,entre_5_15mn,0.004724015259596833,bfa_2020,NA
passore,distance_to_water_source,plus_46mn,0.5343897487235396,bfa_2020,NA
poni,distance_to_water_source,eau_concession,0.012087793105732771,bfa_2020,NA
poni,distance_to_water_source,entre_16_30mn,0.319713622979179,bfa_2020,NA
poni,distance_to_water_source,entre_31_45mn,0.11093689955084905,bfa_2020,NA
poni,distance_to_water_source,entre_5_15mn,0.27704273512807087,bfa_2020,NA
poni,distance_to_water_source,plus_46mn,0.28021894923616836,bfa_2020,NA
sanguie,distance_to_water_source,eau_concession,0.09876292327397782,bfa_2020,NA
sanguie,distance_to_water_source,entre_16_30mn,0.31774392256870115,bfa_2020,NA
sanguie,distance_to_water_source,entre_31_45mn,0.10220171717658441,bfa_2020,NA
sanguie,distance_to_water_source,entre_5_15mn,0.3183869103601361,bfa_2020,NA
sanguie,distance_to_water_source,plus_46mn,0.1629045266206005,bfa_2020,NA
sanmatenga,distance_to_water_source,eau_concession,0.046851668101013724,bfa_2020,NA
sanmatenga,distance_to_water_source,entre_16_30mn,0.11313557602385206,bfa_2020,NA
sanmatenga,distance_to_water_source,entre_31_45mn,0.20190200416399787,bfa_2020,NA
sanmatenga,distance_to_water_source,entre_5_15mn,0.021944364982572382,bfa_2020,NA
sanmatenga,distance_to_water_source,plus_46mn,0.6161663867285639,bfa_2020,NA
seno,distance_to_water_source,eau_concession,0.13993285003737438,bfa_2020,NA
seno,distance_to_water_source,entre_16_30mn,0.14962506488687316,bfa_2020,NA
seno,distance_to_water_source,entre_31_45mn,0.13745956243049254,bfa_2020,NA
seno,distance_to_water_source,entre_5_15mn,0.02329415036287443,bfa_2020,NA
seno,distance_to_water_source,plus_46mn,0.5496883722823855,bfa_2020,NA
sissili,distance_to_water_source,entre_16_30mn,0.25,bfa_2020,NA
sissili,distance_to_water_source,entre_5_15mn,0.25,bfa_2020,NA
sissili,distance_to_water_source,plus_46mn,0.5,bfa_2020,NA
soum,distance_to_water_source,eau_concession,0.03778503137218746,bfa_2020,NA
soum,distance_to_water_source,entre_16_30mn,0.04452890228391706,bfa_2020,NA
soum,distance_to_water_source,entre_31_45mn,0.10516556230811276,bfa_2020,NA
soum,distance_to_water_source,plus_46mn,0.8125205040357826,bfa_2020,NA
sourou,distance_to_water_source,eau_concession,0.11867152150567249,bfa_2020,NA
sourou,distance_to_water_source,entre_16_30mn,0.3555067033161161,bfa_2020,NA
sourou,distance_to_water_source,entre_31_45mn,0.19020361339214104,bfa_2020,NA
sourou,distance_to_water_source,entre_5_15mn,0.0934879943180811,bfa_2020,NA
sourou,distance_to_water_source,plus_46mn,0.2421301674679893,bfa_2020,NA
tapoa,distance_to_water_source,eau_concession,0.014664589598746267,bfa_2020,NA
tapoa,distance_to_water_source,entre_16_30mn,0.20256158271195213,bfa_2020,NA
tapoa,distance_to_water_source,entre_31_45mn,0.2079149520401898,bfa_2020,NA
tapoa,distance_to_water_source,entre_5_15mn,0.05193993910732642,bfa_2020,NA
tapoa,distance_to_water_source,plus_46mn,0.5229189365417855,bfa_2020,NA
tuy,distance_to_water_source,eau_concession,0.003118930965728643,bfa_2020,NA
tuy,distance_to_water_source,entre_16_30mn,0.009356792897185929,bfa_2020,NA
